2	0.002565	5.6e-05	3.8e-05	4.3e-05
20	0.001526	0.000147	0.000599	0.000108
22	0.000614	0.00011	0.000638	9.2e-05
24	0.000577	8.3e-05	0.000691	8.5e-05
26	0.000629	8.6e-05	0.000722	8.6e-05
28	0.000656	8.8e-05	0.000857	8.9e-05
30	0.00072	0.000106	0.000906	0.0001
32	0.001373	0.0007	0.000297	0.000183
34	0.001018	0.000274	0.000317	0.00013
36	0.001054	0.000241	0.000262	0.000133
38	0.001013	0.000248	0.000269	0.000145
40	0.001117	0.000268	0.000242	0.000146
44	0.001283	0.000246	0.000256	0.000153
48	0.001639	0.000271	0.000269	0.000158
52	0.001654	0.00029	0.000287	0.000172
56	0.001906	0.000277	0.000307	0.000196
60	0.001893	0.000294	0.00033	0.000193
66	0.002309	0.000305	0.000555	0.000187
72	0.002663	0.000328	0.00055	0.000204
78	0.002817	0.000303	0.000581	0.000213
84	0.003127	0.000371	0.000611	0.000221
92	0.003504	0.00039	0.000641	0.000241
100	0.003665	0.000413	0.000677	0.000253
110	0.004044	0.000398	0.000691	0.000275
120	0.004555	0.000467	0.000725	0.000297
132	0.005149	0.000498	0.00081	0.000331
144	0.005773	0.000499	0.000862	0.000357
158	0.00652	0.000552	0.00092	0.000385
172	0.008021	0.000567	0.00098	0.000405
188	0.008307	0.000674	0.001051	0.000444
206	0.009187	0.000676	0.001103	0.000463
226	0.009626	0.000733	0.0012	0.000507
248	0.010901	0.000801	0.001293	0.000559
272	0.01248	0.000852	0.001357	0.000607
298	0.013502	0.000908	0.001416	0.00066
326	0.015023	0.000971	0.001543	0.000709
358	0.01712	0.001034	0.001644	0.00078
392	0.018967	0.001142	0.001783	0.000844
430	0.0206	0.001175	0.001919	0.000923
472	0.02352	0.001342	0.002118	0.000993
518	0.025904	0.001424	0.002261	0.001092
568	0.02908	0.001513	0.00241	0.001196
624	0.033237	0.001675	0.002698	0.001301
686	0.035969	0.001815	0.002908	0.001432
754	0.040676	0.001973	0.003154	0.001563
828	0.045286	0.002187	0.003451	0.001711
910	0.050174	0.002354	0.003801	0.001868
1000	0.056271	0.002614	0.00521	0.002076
1100	0.061546	0.002822	0.00568	0.002256
1210	0.069528	0.003068	0.00491	0.002465
1330	0.154325	0.009329	0.014557	0.007413
1462	0.236988	0.009963	0.015825	0.008065
1608	0.262655	0.010993	0.021564	0.008856
1768	0.291665	0.011978	0.023368	0.009688
1944	0.322256	0.013153	0.025698	0.010655
2138	0.363042	0.014332	0.022577	0.0117
2350	0.401707	0.015657	0.02471	0.012812
2584	0.449625	0.017209	0.033602	0.014091
2842	0.507928	0.018947	0.029797	0.015475
3126	0.551996	0.020679	0.032327	0.016996
3438	0.624501	0.022741	0.03564	0.018677
3780	0.689564	0.024946	0.04802	0.020674
4158	0.621318	0.013758	0.018055	0.007194
4572	0.270823	0.009551	0.018174	0.007885
5028	0.302336	0.010559	0.019909	0.008671
5530	0.470934	0.018154	0.02794	0.014978
6082	0.57242	0.019953	0.03056	0.018946
6690	0.55997	0.016125	0.024815	0.013324
7358	0.66213	0.017803	0.027119	0.014655
8092	0.520529	0.016804	0.031584	0.013902
8900	0.57547	0.018496	0.034678	0.015282
9790	0.664736	0.020307	0.031015	0.016802
10768	0.702611	0.022314	0.041878	0.018477
11844	0.787921	0.024515	0.045914	0.020325
13028	0.910787	0.026965	0.050441	0.022337
14330	0.954174	0.02956	0.045189	0.02456
15762	1.25611	0.03256	0.049625	0.027014
17338	1.44893	0.041419	0.06319	0.034404
19070	1.80785	0.061912	0.072782	0.037846
20976	2.20708	0.059799	0.093841	0.041727
23072	1.88217	0.055249	0.10311	0.045973
25378	2.06936	0.052846	0.080179	0.043795
27914	2.21111	0.058513	0.088207	0.048117
30704	2.24568	0.06383	0.118582	0.053003
33774	2.45507	0.07019	0.107077	0.058305
37150	2.94769	0.08519	0.136198	0.064295
40864	3.0847	0.085529	0.157919	0.070747
44950	3.4333	0.133954	0.176243	0.077909
49444	3.8758	0.103968	0.191362	0.085969
54388	4.26014	0.114654	0.210633	0.101613
59826	4.73485	0.126273	0.190486	0.104377
65808	5.29145	0.147552	0.255064	0.114812
72388	5.85836	0.152374	0.318613	0.126438
79626	6.46512	0.167955	0.253916	0.139063
87588	7.19705	0.184228	0.340151	0.152925
96346	7.96934	0.202675	0.325911	0.168038
105980	9.05744	0.222904	0.410578	0.184758
116578	9.96587	0.245047	0.371703	0.203139
128234	10.9467	0.269459	0.467273	0.223576
141056	11.9693	0.294982	0.547445	0.276007
155160	13.3008	0.331509	0.602808	0.270224
170676	14.6521	0.357266	0.663851	0.297021
187742	16.1906	0.392775	0.598184	0.326732
206516	18.1654	0.436151	0.803067	0.359277
227166	19.9741	0.475167	0.724013	0.395245
249882	22.2124	0.524092	0.795904	0.434865
274870	24.8221	0.577179	0.8759	0.478409
302356	27.2205	0.640238	1.17958	0.527475
332590	29.762	0.699283	1.08836	0.579581
365848	33.1507	0.77013	1.42571	0.641505
402432	37.1222	0.851952	1.56908	0.706748
442674	43.1387	0.975578	1.46725	0.780183
486940	45.5115	1.05172	1.92649	0.915722
535634	50.7683	1.18848	1.76464	0.985943
589196	56.0838	1.33335	2.49558	1.08884
648114	62.2293	1.46679	2.16834	1.19602
712924	68.6726	1.59751	2.86577	1.28654
784216	76.3518	1.7544	3.1737	1.45337
862636	84.1835	1.9501	3.74738	1.6278
948898	92.9433	2.28367	3.34146	1.84749
