2	0.000592	0	0	0
20	0.003554	0.000592	0.001185	0
22	0.000592	0	0.001184	0
24	0.000592	0	0.001185	0
26	0.001185	0	0.001184	0
28	0.000592	0.000592	0.001185	0
30	0.000593	0.000592	0.001184	0.000593
32	0.001185	0	0.001777	0
34	0.002369	0.001184	0.002369	0.000593
36	0.001776	0.000593	0.001777	0.001184
38	0.001777	0.000592	0.002369	0.000592
40	0.001777	0.001184	0.002369	0.000592
44	0.001777	0.001185	0.002369	0.001184
48	0.002369	0.000592	0.002962	0.001184
52	0.002369	0.000592	0.003554	0.000592
56	0.002961	0.000592	0.002961	0.000592
60	0.002961	0.000593	0.004145	0.000592
66	0.004146	0.001777	0.004738	0.001776
72	0.004146	0.001776	0.004738	0.001777
78	0.004738	0.001776	0.004738	0.001184
84	0.004146	0.001777	0.005922	0.001777
92	0.004146	0.001777	0.005922	0.001777
100	0.00533	0.001777	0.006515	0.001777
110	0.005331	0.001776	0.007107	0.002369
120	0.005922	0.001777	0.007699	0.002369
132	0.006514	0.002369	0.008291	0.002369
144	0.0077	0.002369	0.009476	0.002369
158	0.0077	0.002961	0.010068	0.002369
172	0.008884	0.002961	0.011253	0.002961
188	0.009476	0.003554	0.011845	0.003553
206	0.011253	0.003553	0.01303	0.003553
226	0.011253	0.003554	0.013622	0.003553
248	0.012437	0.004146	0.015991	0.003553
272	0.015991	0.005922	0.01836	0.005923
298	0.017768	0.006514	0.020137	0.005923
326	0.018952	0.007107	0.021914	0.007107
358	0.020729	0.007699	0.024282	0.008292
392	0.023097	0.008292	0.026651	0.011845
430	0.029613	0.010068	0.033759	0.01066
472	0.066332	0.015399	0.049157	0.015398
518	0.044419	0.013029	0.040273	0.013029
568	0.040273	0.013622	0.043827	0.014214
624	0.043826	0.014806	0.048564	0.014807
686	0.047973	0.016583	0.05271	0.017176
754	0.053895	0.01836	0.058633	0.017767
828	0.06041	0.020136	0.063963	0.019544
910	0.063963	0.018952	0.061002	0.018952
1000	0.063371	0.020137	0.066924	0.020137
1100	0.075808	0.028428	0.079361	0.028428
1210	0.087061	0.036719	0.150432	0.04205
1330	0.091206	0.03435	0.095353	0.03435
1462	0.100682	0.037312	0.104829	0.037312
1608	0.111936	0.042049	0.116081	0.041457
1768	0.124964	0.045011	0.126741	0.045011
1944	0.138587	0.049749	0.139179	0.049749
2138	0.154577	0.056263	0.153393	0.056264
2350	0.169975	0.061594	0.168791	0.061001
2584	0.190704	0.067517	0.185967	0.066924
2842	0.21321	0.074031	0.22624	0.073439
3126	0.236308	0.081138	0.225647	0.081731
3438	0.258813	0.088838	0.24756	0.088837
3780	0.288426	0.097721	0.272435	0.096537
4158	0.362457	0.137402	0.428789	0.137402
4572	0.392661	0.151024	0.360088	0.151616
5028	0.431158	0.164054	0.395623	0.163461
5530	0.4661	0.181821	0.489791	0.180637
6082	0.553161	0.214394	0.480906	0.249337
6690	0.567967	0.266513	0.543685	0.258813
7358	0.883637	0.290795	0.580997	0.290203
8092	0.701223	0.302048	0.64259	0.297309
8900	0.795392	0.3133	0.742089	0.325145
9790	0.887782	0.384962	0.841587	0.376671
10768	0.960036	0.411022	0.904365	0.405691
11844	1.06901	0.44478	0.992018	0.434119
13028	1.17739	0.482092	1.21352	0.4738
14330	1.31006	0.504597	1.16792	0.493936
15762	1.62869	0.546054	1.31657	0.562637
17338	1.68791	0.678126	1.45457	0.654436
19070	1.84249	0.746827	1.60085	0.718398
20976	2.11255	0.880676	1.79393	0.822042
23072	2.26654	0.941085	1.9716	0.899627
25378	2.56444	0.993795	2.1706	1.40067
27914	2.78654	1.04947	2.34886	1.05006
30704	3.14958	1.20286	2.68822	1.21648
33774	3.4155	1.284	2.84813	1.27748
37150	3.84666	1.43384	3.13774	1.42022
40864	4.18306	1.60085	3.5304	1.60026
44950	4.69654	1.77083	3.80994	1.72937
49444	5.441	1.92007	4.22452	1.92007
54388	5.84254	2.10545	4.64087	2.10604
59826	6.4419	2.33761	5.11704	2.35834
65808	7.44043	3.07674	6.07648	3.03706
72388	8.0694	3.23487	6.58582	3.23487
79626	8.89322	3.54995	7.21716	3.55587
87588	9.77686	3.91655	7.96635	3.89819
96346	10.9146	4.36488	8.78958	4.31454
105980	12.291	4.90264	10.0528	4.73504
116578	13.3712	5.39539	10.7185	5.26451
128234	14.8169	5.82478	11.7408	5.72409
141056	16.5007	6.55857	12.9957	6.47211
155160	18.114	7.12536	14.4118	7.15319
170676	20.1051	7.88284	15.9143	7.80289
187742	22.281	8.67113	17.3997	8.56452
206516	24.73	9.57135	19.0254	9.57135
227166	27.8695	10.4982	21.244	10.3892
249882	30.2349	11.617	23.2227	11.4127
274870	34.9812	14.4852	27.0338	14.3455
302356	38.389	15.7598	35.7962	15.7343
332590	42.4596	17.3381	34.7153	17.2611
365848	46.9601	19.3162	37.0985	18.9804
402432	52.4763	21	39.9875	20.7951
442674	57.6034	23.0687	44.3767	24.1685
486940	63.2931	26.0424	48.4182	25.7694
535634	70.8372	28.515	53.1627	28.1182
589196	78.7822	31.5699	58.9419	31.5995
648114	85.3835	34.312	65.9754	34.2048
712924	95.4742	38.2664	72.1538	38.1509
784216	104.786	41.9846	80.2433	41.7388
862636	117.524	49.5091	90.3595	49.6447
948898	130.505	57.0076	99.3031	55.1349
